brand,part_number,part_name,category,sub_category,assembly_group,is_fastener,confidence,fits_models,model_count,capacity_range_kg,fuel_types,source_catalogue,cross_references
Voltas / OM,MH08859,HIGH GEAR (33 TEETH),Transmission,Gear,Gear,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH09028,TRANSMISSION HOUSING ASSLY,Transmission,Housing,Housing,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH09094,DIFFERENTIAL ASSEMBLY,Transmission,Differential,Differential,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH11241,CROWN WHEEL AND PINION,Transmission,Crown wheel & pinion,Crown wheel & pinion,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH502718403,LONG DRIVE SHAFT,Transmission,Drive shaft,Drive shaft,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH502718404,SHORT DRIVE SHAFT,Transmission,Drive shaft,Drive shaft,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785380801,CLUTCH COVER ASSEMBLY,Transmission,Clutch,Clutch cover,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785380850,REPAIR KIT CLUTCH,Transmission,Clutch,Clutch repair kit,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785392300,DRIVE PINION & SHAFT,Transmission,Pinion shaft,Pinion shaft,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785393300,CLUTCH DISC,Transmission,Clutch,Clutch disc,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH796458000,GEAR BOX ASSLY,Transmission,Gearbox assembly,Gearbox assembly,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH 07127,PNEUMATIC TYRE 28x9x15,Wheels & Tyres,Steer wheel,Steer wheel,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH014359700,TYRE 6.50x10,Wheels & Tyres,Tyre (pneumatic trail),Tyre (pneumatic trail),0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH056663500,TYRE,Wheels & Tyres,Tyre (pneumatic drive),Tyre (pneumatic drive),0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH056663600,TUBE,Wheels & Tyres,Tube,Tube,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH056663700,FLAP,Wheels & Tyres,Flap,Flap,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11412BC5FC,TYRE ASSY. BEAR CAT 7X12,Wheels & Tyres,Drive axle,Drive axle,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11412PD5FC,TYRE ASSY. PNEUMATIC 7X12,Wheels & Tyres,Drive axle,Drive axle,0,A,DVX 506 FC,1,5000-5000,DIESEL,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH11434,TRAIL WHEEL AND TYRE (BEAR CAT),Wheels & Tyres,Trail wheel,Trail wheel,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH17312,RIM ASSEMBLY TRAIL,Wheels & Tyres,Rim,Rim,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785231102,DRIVE RIM ASSLY,Wheels & Tyres,Rim,Rim,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH785765901,SOLID CUSHION TYRE 7.00 X 12,Wheels & Tyres,Tyre,Tyre,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC,DVX 506 FC",5,1500-5000,DIESEL,"Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,Voltas DVX 5t FC Diesel Forklift Truck Parts Catalog",
Voltas / OM,MH785765903,SOLID CUSHION TYRE 6.50 X 10,Wheels & Tyres,Tyre,Tyre,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH796416048,DRIVE WHEEL AND TYRE (BEARCAT),Wheels & Tyres,Drive wheel,Drive wheel,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
Voltas / OM,MH796425048,DRIVE WHEEL AND TYRE (PNEUMATIC),Wheels & Tyres,Drive wheel,Drive wheel,0,A,"DVX 15 FC,DVX 20 FC,DVX 25 FC,DVX 30 FC",4,1500-3000,DIESEL,Voltas DVXi-FC Diesel Forklift Truck Parts Catalog,
